step,elapsed_tokens,elapsed_examples,training_loss,training_sequence_accuracy,training_token_accuracy
485,677941,485,0.42882275784133594,0.0,0.7680412371134021
486,679454,486,0.4033720574818458,0.0,0.7441520467836257
487,680935,487,0.3393049505569457,0.0,0.7593582887700535
488,682536,488,0.49098688900780224,0.0,0.6622734761120264
489,684265,489,0.3600407191497124,0.0,0.7826633165829145
490,685466,490,0.39512087707471344,0.0,0.7038724373576309
491,686771,491,0.3498950606156882,0.0,0.7755102040816326
492,688116,492,0.31554628288265024,0.0,0.7033707865168539
493,689589,493,0.3476677728094603,0.0,0.7662538699690402
494,691118,494,0.3997314159759787,0.0,0.7172523961661342
495,692695,495,0.6183899960889097,0.0,0.646477132262052
496,694056,496,0.2804034857169235,0.0,0.8407350689127105
497,695185,497,0.5131425948910204,0.0,0.6766595289079229
498,696586,498,0.6106035756255229,0.0,0.6405228758169934
499,698075,499,0.3441483607269254,0.0,0.7719298245614035
500,699372,500,0.38549500384769236,0.0,0.776
